seller_id,orders,late_handoffs,late_rate,late_rate_outside_spike
7e1fb0a3ebfb01ffb3a7dae98bf3238d,158,2,0.012658227848101266,0.016
709e16e2b25c7474d980076c6bfc4806,59,2,0.03389830508474576,0.0
76d64c4aca3a7baf218bf93ef7fa768d,61,1,0.01639344262295082,0.0
f7ccf836d21b2fb1de37564105216cc1,67,1,0.014925373134328358,0.0196078431372549
05ff92fedb5be47920fea08e501238b9,59,1,0.01694915254237288,0.017857142857142856
f3b80352b986ab4d1057a4b724be19d0,87,1,0.011494252873563218,0.011627906976744186
048c2757535328e0d7dac690ad3c0aae,51,1,0.0196078431372549,0.023255813953488372
0432ead42b6c8a0bdf68154add917fdf,78,1,0.01282051282051282,0.013513513513513514
750303a20e9c56b2a6bc45cdce0b897d,54,1,0.018518518518518517,0.0
d50d79cb34e38265a8649c383dcffd48,68,1,0.014705882352941176,0.014925373134328358
00ee68308b45bc5e2660cd833c3f81cc,130,1,0.007692307692307693,0.010416666666666666
fc906263ca5083d09dce42fe02247800,113,1,0.008849557522123894,0.008849557522123894
080102cd0a76b09e0dcf55fcacc60e05,121,1,0.008264462809917356,0.00980392156862745
e333046ce6517bd8bb510291d44f0130,66,1,0.015151515151515152,0.01818181818181818
ececbfcff9804a2d6b40f589df8eef2b,96,1,0.010416666666666666,0.011627906976744186
5cf13accae3222c70a9cac40818ae839,143,1,0.006993006993006993,0.008130081300813009
6860153b69cc696d5dcfe1cdaaafcf62,74,1,0.013513513513513514,0.015151515151515152
670c26e0f1bf8d0576271d5cfaec6d2b,77,1,0.012987012987012988,0.022727272727272728
8a432f4e5b471f8da497d7dc517666e2,89,1,0.011235955056179775,0.011235955056179775
5f2684dab12e59f83bef73ae57724e45,67,1,0.014925373134328358,0.017241379310344827
7b07b3c7487f0ea825fc6df75abd658b,91,1,0.01098901098901099,0.0125
7e3f87d16fb353f408d467e74fbd8014,91,1,0.01098901098901099,0.014705882352941176
7ea5bfa6c340f58f8e71fc1f0412b0d6,94,1,0.010638297872340425,0.0
7d456afc660226829370f3173d14520c,51,1,0.0196078431372549,0.02702702702702703
951e8cef368f09bb3f3d03c00ca4702c,61,1,0.01639344262295082,0.01639344262295082
537eb890efff034a88679788b647c564,150,1,0.006666666666666667,0.008
8e8a7ce9f2f970dc00e2acf6f6e199f6,65,1,0.015384615384615385,0.0
f45122a9ab94eb4f3f8953578bc0c560,181,1,0.0055248618784530384,0.0
91f848e9f4be368f4318775aac733370,63,1,0.015873015873015872,0.015873015873015872
5343d0649eca2a983820bfe93fc4d17e,62,1,0.016129032258064516,0.02857142857142857
9646c3513289980f17226a2fc4720dbd,69,1,0.014492753623188406,0.014705882352941176
9d4db00d65d7760644ac0c14edb5fd86,98,1,0.01020408163265306,0.012345679012345678
febab0275244b9a49a623f0bd613ca2f,101,1,0.009900990099009901,0.011235955056179775
edb1ef5e36e0c8cd84eb3c9b003e486d,164,1,0.006097560975609756,0.0072992700729927005
0d85bbda9889ce1f7e63778d24f346eb,51,1,0.0196078431372549,0.0
1b4c3a6f53068f0b6944d2d005c9fc89,110,1,0.00909090909090909,0.00980392156862745
12b9676b00f60f3b700e83af21824c0e,134,1,0.007462686567164179,0.008333333333333333
d9bd94811c3338dceb4181f3dbc0c73e,54,1,0.018518518518518517,0.018518518518518517
229c3efbfb0ea2058de4ccdfbc3d784a,121,1,0.008264462809917356,0.008928571428571428
ac3508719a1d8f5b7614b798f70af136,101,1,0.009900990099009901,0.01098901098901099
d57e18d5f73c7ccb7f7339b61166898d,60,1,0.016666666666666666,0.0
d673a59aac7a70d8b01e6902bf090a11,70,1,0.014285714285714285,0.022222222222222223
d566c37fa119d5e66c4e9052e83ee4ea,64,1,0.015625,0.016129032258064516
dfa0c4c6229ab200a4a1336b4d7128ff,72,1,0.013888888888888888,0.013888888888888888
259f7b5e6e482c230e5bfaa670b6bb8f,133,1,0.007518796992481203,0.0
c33847515fa6305ce6feb1e818569f13,108,1,0.009259259259259259,0.009259259259259259
289cdb325fb7e7f891c38608bf9e0962,104,1,0.009615384615384616,0.010869565217391304
dbd66278cbfe1aa1000f90a217ca4695,83,1,0.012048192771084338,0.012987012987012988
b6d44737c043328708f6749c2dbe50bd,56,1,0.017857142857142856,0.022727272727272728
3078096983cf766a32a06257648502d1,57,1,0.017543859649122806,0.0196078431372549
bfd27a966d91cfaafdb25d076585f0da,116,1,0.008620689655172414,0.009433962264150943
3bdff180c7e1f6551a643b99c265a120,59,1,0.01694915254237288,0.02040816326530612
a17f621c590ea0fab3d5d883e1630ec6,58,1,0.017241379310344827,0.01818181818181818
b33e7c55446eabf8fe1a42d037ac7d6d,149,1,0.006711409395973154,0.008547008547008548
3df020b72d3d44b3af9d110fa3940b65,53,1,0.018867924528301886,0.020833333333333332
cb8bcce248bb1fb274ba762d8b971456,67,1,0.014925373134328358,0.0
6d803cb79cc31c41c4c789a75933b3c7,58,0,0.0,0.0
6cd68b3ed6d59aaa9fece558ad360c0a,145,0,0.0,0.0
6c7d50c24b3ccd2fd83b44d8bb34e073,104,0,0.0,0.0
725c32fa80c2faacc4fc88450d27314e,88,0,0.0,0.0
058fd0aa2bfdb2274e05e1ae971dabb6,60,0,0.0,0.0
01fdefa7697d26ad920e9e0346d4bd1b,128,0,0.0,0.0
05d2173d43ea568aa0540eba70d2ca76,62,0,0.0,0.0
850f4f8af5ea87287ac68de36e29107f,183,0,0.0,0.0
516e7738bd8f735ac19a010ee5450d8d,74,0,0.0,0.0
95e03ca3d4146e4011985981aeb959b9,171,0,0.0,0.0
57e632711dec9ec14ca7546769483e7e,60,0,0.0,0.0
582d4f8675b945722eda7c0cb61ba4c7,53,0,0.0,0.0
8ae520247981aa06bc94abddf5f46d34,65,0,0.0,0.0
5b925e1d006e9476d738aa200751b73b,63,0,0.0,0.0
6b243f80ed07b10f0e8aa0f21a205f3c,77,0,0.0,0.0
25cf099de44674fde97473224f9d59ab,50,0,0.0,0.0
376a891762bbdecbc02b4b6adec3fdda,57,0,0.0,0.0
3504c0cb71d7fa48d967e0e4c94d59d9,52,0,0.0,0.0
48162d548f5b1b11b9d29d1e01f75a61,65,0,0.0,0.0
a420f60ff1aa9acc80d0e42959f2b313,66,0,0.0,0.0
bd0389da23d89b726abf911cccc54596,86,0,0.0,0.0
c8b0e2b0a7095e5d8219575d5e7e1181,82,0,0.0,0.0
30a2f535bb48308f991d0b9ad4a8c4bb,66,0,0.0,0.0
b372ee768ed69e46ca8cdbd267aa7a38,63,0,0.0,0.0
d05ae8f7a5bd1d2a690a44cd079e4e27,75,0,0.0,0.0
2dee2ce60de9709b1a24083217181a1f,54,0,0.0,0.0
c864036feaab8c1659f65ea4faebe1da,58,0,0.0,0.0
d650b663c3b5f6fb392b6326366efa9a,59,0,0.0,0.0
1eade46fba20122dc4aefb379f8c636b,58,0,0.0,0.0
1b8356dabde1d35e17cef975c3f82730,56,0,0.0,0.0
d9a84e1403de8da0c3aa531d6d108ba6,52,0,0.0,0.0
d12c926d74ceff0a90a21184466ce161,75,0,0.0,0.0
1838dd9b8977065acf51d95e0053ea7a,64,0,0.0,0.0
116ccb1a1604bc88e4d234a8c23f33de,59,0,0.0,0.0
e24fc9fcd865784fb25705606fe3dfe7,52,0,0.0,0.0
08633c14ef2db992c11f840f04fad4cd,71,0,0.0,0.0
0bae85eb84b9fb3bd773911e89288d54,131,0,0.0,0.0
eeb6de78f79159600292e314a77cbd18,83,0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,98,0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,157,0,0.0,0.0
